Organization ID,Organization Name,address,State,Zip Code,summary
533,Blessed Margaret,1837 HULMEVILLE RD,PA,19020,TH
535,Blue Water Center for Independent Living,310 WATER ST,MI,48060,RRH
539,Boise Rescue Mission (BRM),1404 W JEFFERSON ST,ID,83702,"ES, TH"
539,Boise Rescue Mission (BRM),575 S 13TH ST,ID,83702,"ES, TH"
540,Bolivar County CAA,810 E SUNFLOWER RD,MS,38732,RRH
543,Bonner Co. Homeless Taskforce DBA TIPS,330 S FLORENCE AVE,ID,83864,TH
544,Boston Rescue Mission,25 KINGSTON ST,MA,2111,ES
544,Boston Rescue Mission,39 KINGSTON ST,MA,2111,"ES, SH, TH"
547,Brattleboro Housing Authority (dba Brattleboro Housing Partnership),1 PROSPECT ST,VT,5602,PSH
547,Brattleboro Housing Authority (dba Brattleboro Housing Partnership),20 WINSTON PROUTY WAY,VT,5301,RRH
547,Brattleboro Housing Authority (dba Brattleboro Housing Partnership),224 MELROSE ST,VT,5301,PSH
549,"Bread of Life Ministries, Inc.",14 ORCHARD ST,ME,4330,OPH
549,"Bread of Life Ministries, Inc.",155 HOSPITAL ST,ME,4330,ES
549,"Bread of Life Ministries, Inc.",155B HOSPITAL ST,ME,4330,TH
549,"Bread of Life Ministries, Inc.",157 HOSPITAL ST,ME,4330,ES
549,"Bread of Life Ministries, Inc.",157 WATER ST,ME,4330,PSH
549,"Bread of Life Ministries, Inc.",19 CROSBY ST,ME,4330,PSH
549,"Bread of Life Ministries, Inc.",271 STATE ST,ME,4330,PSH
549,"Bread of Life Ministries, Inc.",5 BOOTHBY ST,ME,4330,OPH
552,Breakthrough Urban Ministries,3330 W. CARROLL AVE,IL,60624,"ES, PSH"
552,Breakthrough Urban Ministries,402 N ST. LOUIS AVE,IL,60624,"OPH, PSH"
552,Breakthrough Urban Ministries,4750 N. SHERIDAN ROAD,IL,60640,ES
559,Bridgeway Rehabilitation and Plainfield Housing Authority,SCATTERED SITE,NJ,7062,PSH
559,Bridgeway Rehabilitation and Plainfield Housing Authority,SCATTERED SITES,NJ,7060,PSH
563,Brother Bryan,1616 2ND AVE N,AL,35203,TH
564,Brother Francis Shelter Kodiak (BFSK),410 THORSHEIM ST,AK,99615,ES
565,Broward County Housing Authority,4780 N STATE ROAD 7,FL,33319,"PSH, TH"
565,Broward County Housing Authority,4780 NORTH STATE ROAD 7,FL,33319,PSH
567,Broward Housing Solutions,305 SE 18TH CT,FL,33316,PSH
568,Broward Outreach Center,1700 BLOUNT RD,FL,33069,ES
568,Broward Outreach Center,2056 SCOTT ST,FL,33020,"ES, TH"
569,Broward Partnership for the Homeless,920 NORTHWEST 7TH AVENUE,FL,33313,PSH
569,Broward Partnership for the Homeless,920 NW 7TH AVE,FL,33311,"ES, PSH, RRH"
571,Bucks County Opportunity Council,100 DOYLE ST,PA,18901,"RRH, TH"
572,Ashby House Ltd.,150 S 8TH ST,KS,67401,"ES, TH"
574,Asian Counseling and Referral Services (ACRS),1545 12TH AVE S,WA,98144,PSH
574,Asian Counseling and Referral Services (ACRS),3639 MARTIN LUTHER KING JR WAY S,WA,98144,PSH
580,Associated Catholic Charities Inc.,2015 20TH ST,MD,20755,"ES, OPH"
581,At Jacob's Well,323 E 25TH ST,MD,21218,"PSH, TH"
583,Auberle,122 S 3RD ST,PA,15110,ES
583,Auberle,301 3RD AVE,PA,15222,RRH
585,Aurora,1100 LINCOLN AVE,IN,47714,"PSH, RRH"
585,Aurora,1505 N 3RD AVE,IN,47710,PSH
590,AVITA Community Partners,1750 NORTON DR,GA,30501,PSH
590,AVITA Community Partners,2354 PINE COVE CIRCLE,GA,30504,PSH
590,AVITA Community Partners,2354 PINE GROVE CIRCLE,GA,30504,PSH
593,Baltimore Outreach Services,701 S CHARLES ST,MD,21230,ES
596,Barron Heights Community Development Center,1385 LAMAR AVE,TN,38104,TH
597,Bartlett House Inc.,10 WEST RUN RD,WV,26508,"OPH, PSH, TH"
597,Bartlett House Inc.,10 WEST RUN ROAD,WV,26508,RRH
597,Bartlett House Inc.,1110 UNIVERSITY AVE,WV,26505,"ES, RRH"
603,Bay Area Rescue Mission,200 MACDONALD AVENUE,,,TH
603,Bay Area Rescue Mission,224 MACDONALD AVE,CA,94801,"ES, TH"
606,Beacon of Hope House,1484 NELSON AVENUE - SUITE A,NY,10452,PSH
606,Beacon of Hope House,2510 WESTCHESTER AVENUE,NY,10461,PSH
607,Beacon of Life,1717 WOODLAND AVE,IA,50309,TH
611,Beaver County Children & Youth Services,1080 8TH AVE,PA,15010,ES
613,Behavioral Health Initiatives,1181 VANCE AVE,TN,38104,PSH
616,BROC-Community Action in Southwestern Vermont,332 ORCHARD RD,VT,5201,RRH
621,Berks Counseling Center,1135 FRANKLIN ST,PA,19602,PSH
621,Berks Counseling Center,1220 PERKIOMEN AVE,PA,19602,TH
621,Berks Counseling Center,13 S 10TH ST,PA,19602,PSH
621,Berks Counseling Center,239 S 5TH ST,PA,19602,PSH
621,Berks Counseling Center,524 FRANKLIN ST,PA,19602,PSH
621,Berks Counseling Center,645 PENN ST,PA,19601,PSH
626,Bethany House,102 WHITEHOUSE AVE,NY,11575,ES
626,Bethany House,118 MANHATTAN AVE,NY,11575,ES
626,Bethany House,760 PROSPECT ST,NY,11510,ES
627,Bethany House,817 HIDALGO ST,TX,78040,"ES, RRH, TH"
633,Bethesda Project,1020 S. 10TH STREET,PA,19147,ES
633,Bethesda Project,1110 SPRUCE STREET,PA,19107,PSH
633,Bethesda Project,1212 LUDLOW STREET,PA,19107,PSH
633,Bethesda Project,151 N 04TH STREET,PA,19106,ES
633,Bethesda Project,1628 SOUTH STREET,PA,19146,PSH
633,Bethesda Project,1829 WOLF ST,PA,19145,PSH
633,Bethesda Project,1831 BAINBRIDGE STREET,PA,19146,ES
633,Bethesda Project,2212 SPRUCE STREET,PA,19103,ES
633,Bethesda Project,609 S 15TH STREET,PA,19146,SH
633,Bethesda Project,700 S 15TH STREET,PA,19146,PSH
633,Bethesda Project,722 N BROAD STREET,PA,19130,PSH
633,Bethesda Project,816 S 20TH STREET,PA,19146,PSH
633,Bethesda Project,907 HAMILTON ST.,PA,19123,ES
633,Bethesda Project,907 HAMILTON STREET,PA,19123,ES
636,Bill Wilson Center,1128 S 8TH ST,CA,95112,"RRH, TH"
636,Bill Wilson Center,1284 JACKSON ST,CA,95050,"RRH, TH"
636,Bill Wilson Center,3490 THE ALAMEDA,CA,95050,ES
636,Bill Wilson Center,368 ALLEGAN CIR,CA,95123,TH
636,Bill Wilson Center,691 HIGH GLEN DR,CA,95133,TH
636,Bill Wilson Center,7057 VIA ANACAPA,CA,95139,TH
636,Bill Wilson Center,727 HATHAWAY CT,CA,95136,TH
636,Bill Wilson Center,930 ROCKEFELLER DR,CA,94087,TH
636,Bill Wilson Center,962 EDENBURY LN,CA,95136,TH
639,Birmingham Health Care,712 25TH ST N,AL,35203,PSH
640,Bisbee Coalition for the Homeless,509 ROMERO ST,AZ,85603,ES
641,"BCD, Inc.",3604 W 12TH ST,AR,72204,ES
641,"BCD, Inc.",3723 W 11TH ST,AR,72204,PSH
643,Blue River Services,260 SUMMIT VIEW DR,IN,47112,PSH
649,Bonita House Inc.,1849 CHANNING WAY,CA,94703,PSH
650,Housing Authority of Shreveport,2500 LINE AVE,LA,71104,PSH
653,Boulder Shelter for the Homeless,1175 LEE HILL,CO,80304,PSH
653,Boulder Shelter for the Homeless,4869 BROADWAY,CO,80304,PSH
653,Boulder Shelter for the Homeless,4869 BROADWAY ST,CO,80304,ES
658,Bradley/ Cleveland Community Services,155 6TH ST SW,TN,37311,ES
665,Brehon Institute for Family Services,1315 LINDA ANN DR,FL,32301,TH
669,Bridge of Hope,616 N LIME ST,PA,17602,RRH
672,Bridges (formerly Independent Living Services for Youth),1670 STUBBEMAN AVE,OK,73069,"ES, PSH"
678,Bridgeway Rehabilitation Inc.,792 E 3RD AVE,NJ,7203,PSH
680,Bridgewell,534 ESSEX ST,MA,1902,PSH
680,Bridgewell,75 SILSBEE ST,MA,1901,PSH
680,Bridgewell,75 SILSBEE STREET,MA,1902,PSH
680,Bridgewell,86 SILSBEE ST,MA,1901,PSH
680,Bridgewell,86 SILSBEE STREET,MA,1902,PSH
680,Bridgewell,99 NORTH COMMON,MA,1902,PSH
680,Bridgewell,99 NORTH COMMON STREET,MA,1902,PSH
682,Brookline Community Mental Health Center,341 SAINT PAUL ST,MA,2446,TH
683,Brookview House,10 PERRIN ST,MA,2119,PSH
683,Brookview House,2 BROOKVIEW ST,MA,2124,ES
683,Brookview House,35 HANSBOROUGH STREET,MA,2125,PSH
684,Brookwood Florida Central,901 7TH AVE S,FL,33705,TH
685,Brother Charlie Rescue Center Inc.,326 BEECH ST,GA,31794,ES
688,Another Chance of Atlanta,"176 TROY ST NW,",GA,30354,TH
694,Apostle's House,16-18 GRANT STREET,NJ,7104,ES
694,Apostle's House,513 AVON AVE,NJ,7108,TH
694,Apostle's House,513-515 AVON AVENUE,NJ,7102,"ES, PSH"
699,Archdiocesan Housing Authority (Clallam),FOUNDERS WAY,WA,98331,OPH
709,Bridges to Indpendence (B2I),3103 9TH RD N,VA,22201,ES
710,Armstrong Co. Community Action Agency,705 BUTLER RD,PA,16201,"ES, PSH, RRH"
712,Arundel Community Development Services Inc.,2666 RIVA RD STE 210,MD,21401,PSH
715,ASPAN,2020 14TH ST N,VA,22201,"ES, PSH, RRH"
716,Assist Agency,11 N PARKERSON AVE,LA,70526,"ES, RRH"
717,Associated Catholic Charities,111 W MULBERRY ST,MD,21201,TH
717,Associated Catholic Charities,228 WEST LEXINGTON STREETSUITE 220,MD,21201,PSH
717,Associated Catholic Charities,620 FALLSWAY,MD,21202,ES
717,Associated Catholic Charities,725 FALLSWAY,MD,21202,TH
717,Associated Catholic Charities,761 W HAMBURG ST,MD,21230,PSH
719,Assurance Home,1000 E 18TH ST,NM,88201,ES
725,Atlantic City Rescue Mission,2009 BACHARACH BLVD,NJ,8401,ES
727,Aunt Martha's Youth Services,14401 PULASKI RD,IL,60445,TH
727,Aunt Martha's Youth Services,15 W 137TH PL,IL,60827,TH
727,Aunt Martha's Youth Services,17301 S HALSTED ST,IL,60473,ES
727,Aunt Martha's Youth Services,19990 GOVERNORS HIGHWAY,IL,60461,RRH
727,Aunt Martha's Youth Services,19990 GOVERNORS HWY,IL,60461,PSH
732,Back Bay Mission,1012 DIVISION ST,MS,39530,"PSH, RRH"
732,Back Bay Mission,294 COUEVAS ST,MS,39530,PSH
734,The Mission at Kern County,816 E 21ST ST,CA,93305,"ES, TH"
736,Bangor Area Homeless Shelter,26 CEDAR ST,ME,4401,PSH
736,Bangor Area Homeless Shelter,263 MAIN ST,ME,4401,ES
738,Barmstable Housing Authority,379 SOUTH STREET,MA,2601,PSH
738,Barmstable Housing Authority,438 SOUTH STREET,MA,2601,TH
738,Barmstable Housing Authority,5 APPLEBEE STREET,MA,2673,PSH
738,Barmstable Housing Authority,87 WINTER ST,MA,2601,PSH
739,Barrett Foundation,10300 CONSTITUTION AVE NE,NM,87112,"ES, PSH, RRH"
743,Bay Cove Human Services,14 PERRIN ST,MA,2119,PSH
743,Bay Cove Human Services,19 WINSTON RD,MA,2124,PSH
743,Bay Cove Human Services,3 BOYLSTON PL,MA,2116,PSH
743,Bay Cove Human Services,31 BOWKER ST,MA,2114,"ES, PSH"
743,Bay Cove Human Services,316 HUNTINGTON AVE,MA,2115,TH
743,Bay Cove Human Services,4 OAKMAN ST,MA,2122,PSH
743,Bay Cove Human Services,50 HARBOR POINT BLVD,MA,2125,PSH
743,Bay Cove Human Services,526 PARK ST,MA,2124,PSH
743,Bay Cove Human Services,64 BOWDOIN AVE,MA,2121,PSH
743,Bay Cove Human Services,65 BAILEY ST,MA,2124,PSH
747,BC Dept. of Human Services,200 NORTH ST,NJ,7608,ES
750,Beacon Rescue Mission (Harnett),207 W BROAD ST,NC,28334,ES
763,Bethany Home,1615 CULLOM ST S,AL,35205,TH
765,Bethany House,1111 JOSEPH AVE,NY,14621,ES
767,Bethany Place,821 W A,IL,62220,PSH
767,Bethany Place,821 W A ST,IL,62220,"PSH, TH"
768,Keystone Rescue Mission,8 W OLIVE ST,PA,18508,ES
770,Bethesda Mission,1050-A GOODWILL DRIVE,PA,17101,TH
770,Bethesda Mission,611 REILY ST,PA,17102,ES
771,Bethlehem Haven,1410 5TH AVE,PA,15219,PSH
771,Bethlehem Haven,905 WATSON ST,PA,15219,"ES, PSH"
772,Bethlehem House Inc.,1115 PARKWAY ST,AR,72034,TH
774,BHSN,4927 S CATHERINE ST,NY,12901,PSH
776,Bi-County CAP,2215 CONIFER AVE NW,MN,56601,TH
776,Bi-County CAP,6603 BEMIDJI AVE N,MN,56601,"OPH, PSH, RRH, TH"
777,Bigger Vision,95 NORTH AVE,GA,30601,ES
778,Bi-Lingual Veterans Outreach,52 MAPLE CT,MA,1105,TH
778,Bi-Lingual Veterans Outreach,60 CASS ST,MA,1104,PSH
790,Boley Centers,1029 BURLINGTON AVE N,FL,33705,PSH
790,Boley Centers,1130 9TH AVE N,FL,33705,PSH
790,Boley Centers,1447 GULF TO BAY BLVD,FL,33755,TH
790,Boley Centers,2664 AND 2702 GROVE PARK AVENUE NORTH,FL,33714,PSH
790,Boley Centers,2780 AND 2790 1ST AVE N,FL,33713,PSH
790,Boley Centers,2962 AND 2426 1ST AVENUE SOUTH,FL,33713,PSH
790,Boley Centers,3001 1ST AVE N,FL,33713,PSH
790,Boley Centers,3450 24TH AVE S,FL,33711,PSH
790,Boley Centers,3460 24TH AVE S,FL,33711,PSH
790,Boley Centers,3461 BURLINGTON AVE N,FL,33713,PSH
790,Boley Centers,3480 AND 3490 24TH AVENUE SOUTH,FL,33711,PSH
790,Boley Centers,3611 37TH ST S,FL,33711,PSH
790,Boley Centers,3615 37TH ST S,FL,33711,PSH
790,Boley Centers,3860 34TH AVE S,FL,33711,PSH
790,Boley Centers,"3910, 3950 AND 3990 34TH AVENUE SOUTH",FL,33711,PSH
790,Boley Centers,4100 34TH AVE S,FL,33711,PSH
790,Boley Centers,415-417 7TH STREET SOUTH,FL,33701,PSH
790,Boley Centers,426 PARIS AVE. SOUTH,FL,33701,PSH
790,Boley Centers,426 PRESTON AVE S,FL,33701,PSH
790,Boley Centers,426 PRESTON AVENUE S.,FL,33701,PSH
790,Boley Centers,445 31ST ST N,FL,33713,PSH
790,Boley Centers,506 GROVE ST N,FL,33701,PSH
790,Boley Centers,555 31ST ST S,FL,33712,SH
790,Boley Centers,600 32ND AVE S,FL,33705,PSH
790,Boley Centers,618 11TH AVE S,FL,33701,PSH
790,Boley Centers,715 5TH AVE N,FL,33701,PSH
790,Boley Centers,836 AND 840 34TH AVE S,FL,33705,PSH
790,Boley Centers,9220 102ND AVE,FL,33777,SH
792,Borremeo Housing Inc.,3304 WASHINGTON BLVD,VA,22201,TH
793,Boston Housing Authority,123 CRAWFORD ST,MA,2121,PSH
793,Boston Housing Authority,1492 TREMONT ST,MA,2120,PSH
793,Boston Housing Authority,1990 COLUMBUS AVE,MA,2119,PSH
793,Boston Housing Authority,270 HUNTINGTON AVE,MA,2115,PSH
793,Boston Housing Authority,37 BOWDOIN ST,MA,2124,PSH
793,Boston Housing Authority,52 CHAUNCY STREET,MA,2111,"OPH, PSH"
793,Boston Housing Authority,523 MASSACHUSETTS AVE,MA,2118,OPH
793,Boston Housing Authority,62 CLIFTON ST,MA,2125,OPH
793,Boston Housing Authority,698 MASSACHUSETTS AVE,MA,2118,PSH
793,Boston Housing Authority,BOSTON HOUSING AUTHORITY52 CHAUNCY STREET,MA,2111,PSH
793,Boston Housing Authority,CHAUNCY STREET,MA,2111,PSH
794,Boston Public Health Commission,112 SOUTHAMPTON ST,MA,2118,"ES, PSH"
794,Boston Public Health Commission,14 WISE ST,MA,2130,PSH
794,Boston Public Health Commission,794 MASSACHUSETTS AVE,MA,2118,ES
798,Bountiful Harvest Mission,216 W WASHINGTON ST,IN,46001,TH
801,APC,351 CORPUS CHRISTI RD,CA,94501,PSH
801,APC,677 W RANGER AVE,CA,94501,PSH
805,Appleseed Community Mental Health Center,2233 ROCKY LANE,OH,44805,"ES, PSH, RRH"
805,Appleseed Community Mental Health Center,527 EAST LIBERTY ST.,OH,44805,ES
810,Area Congregations Together,30 TODD RD,CT,6484,ES
812,Area Relief Ministries,108 CHURCH ST,TN,38301,RRH
812,Area Relief Ministries,108 S CHURCH ST,TN,38301,"ES, RRH"
812,Area Relief Ministries,426 LEXINGTON AVE,TN,38301,SH
815,Arizona Behavioral Health Corp.,501 E. THOMAS RD,AZ,85012,PSH
816,Arlington County/DHS,1727 FAIRFAX DR,VA,22209,TH
822,Arrowhead Economic Opportunity Agency,210 3RD ST N,MN,55792,"ES, RRH, TH"
822,Arrowhead Economic Opportunity Agency,2125 2ND AVE E,MN,55746,ES
822,Arrowhead Economic Opportunity Agency,227 ADAMS AVENUE,MN,55734,OPH
822,Arrowhead Economic Opportunity Agency,302 12TH ST,MN,55792,PSH
823,Arrowhead Economic Opportunity Agency,421 SE 13TH ST,MN,55744,TH
828,Associated Ministries,901 S 13TH ST,WA,98405,RRH
832,Nexus Youth and Families (Auburn Youth Resources),1000 AUBURN WAY S,WA,98002,TH
832,Nexus Youth and Families (Auburn Youth Resources),816 F ST SE,WA,98002,ES
832,Nexus Youth and Families (Auburn Youth Resources),915 H ST SE,WA,98002,ES
832,Nexus Youth and Families (Auburn Youth Resources),EDIT	816 F ST SE,WA,98002,TH
834,Augusta Rescue Mission,526 WALKER ST,GA,30901,"ES, TH"
835,Aurora Project,1035 N SUPERIOR ST,OH,43604,"PSH, TH"
836,Austin Street Center,2929 HICKORY ST,TX,75226,ES
839,Avalon Housing Inc.,1010 ARBORDALE ST,MI,48103,PSH
839,Avalon Housing Inc.,1305 PONTIAC TRL,MI,48105,"PSH, RRH"
839,Avalon Housing Inc.,1327 JONES DR,MI,48105,PSH
839,Avalon Housing Inc.,"1327 JONES DR, ANN ARBOR, MI 48105",MI,48105,PSH
839,Avalon Housing Inc.,1440 PEAR ST,MI,48105,PSH
839,Avalon Housing Inc.,1500 PAULINE BLVD,MI,48103,PSH
839,Avalon Housing Inc.,31 CARROT WAY,MI,48105,PSH
839,Avalon Housing Inc.,411 N ASHLEY ST,MI,48103,PSH
839,Avalon Housing Inc.,701 MILLER AVE,MI,48103,PSH
839,Avalon Housing Inc.,819 3RD ST,MI,48103,PSH
840,Avenues for Youth,1708 OAK PARK AVE N,MN,55411,ES
840,Avenues for Youth,1708 OAK PARK AVENUE N,MN,55411,"RRH, TH"
840,Avenues for Youth,1708 OAK PARK DRIVE,MN,55411,ES
840,Avenues for Youth,7210 76TH AVE N,MN,55428,"ES, TH"
844,Bailey House,117 E. 118TH STREET,NY,10035,PSH
844,Bailey House,1751 PARK AVE,NY,10035,PSH
844,Bailey House,1751 PARK AVENUE,NY,10035,"PSH, RRH, TH"
844,Bailey House,180 CHRISTOPHER STREET,NY,10014,PSH
844,Bailey House,330 WEST 95TH STREET,NY,10025,PSH
846,Bancroft House,104 HARVARD ST,NH,3580,ES
848,Baptist Friendship House,813 ELYSIAN FIELDS AVE,LA,70117,ES
858,Beach House dba Leading Familes Home,2283 ASHLAND AVE,OH,43620,"PSH, RRH"
858,Beach House dba Leading Familes Home,915 N ERIE ST,OH,43604,"ES, RRH"
860,Beacon Light Mission and Doors of Hope,525 BROAD AVE.,CA,90744,ES
860,Beacon Light Mission and Doors of Hope,529 BROAD AVE.,CA,90744,ES
862,Bear River Association of Governments (BRAG),170 MAIN ST,UT,84321,RRH
862,Bear River Association of Governments (BRAG),170 N MAIN ST,UT,84321,RRH
863,Becker County EDA,351 11TH AVE,MN,56501,OPH
866,Community Partners,113 CROSBY RD,NH,3820,PSH
868,Belknap-Merrimack CAP,2 INDUSTRIAL PARK DR,NH,3302,RRH
870,Bell Socialization Services,16 WEST KING STREET,PA,17401,"ES, RRH"
870,Bell Socialization Services,160 S GEORGE ST,PA,17401,PSH
870,Bell Socialization Services,160 SOUTH GEORGE STREET,PA,17401,ES
870,Bell Socialization Services,259 E PHILADELPHIA ST,PA,17403,PSH
870,Bell Socialization Services,313 E KING ST,PA,17403,TH
870,Bell Socialization Services,850 E MARKET ST,PA,17403,ES
870,Bell Socialization Services,852 E MARKET ST,PA,17403,TH
871,Bellingham Housing Authority,208 UNITY ST.,WA,98225,PSH
874,Benilde Hall,3220 E 23RD ST,MO,64127,"PSH, SH, TH"
876,Berkeley Food & Housing Project (BFHP),1901 FAIRVIEW ST,CA,94703,RRH
876,Berkeley Food & Housing Project (BFHP),1931 CENTER ST,CA,94704,ES
876,Berkeley Food & Housing Project (BFHP),1931 CENTER STREET,CA,94704,SH
876,Berkeley Food & Housing Project (BFHP),2140 DWIGHT WAY,CA,94704,ES
876,Berkeley Food & Housing Project (BFHP),2362 BANCROFT WAY,CA,94704,PSH
877,Bethany House Services,1836 FAIRMOUNT AVE,OH,45214,"ES, RRH"
877,Bethany House Services,1841 FAIRMOUNT AVE,OH,45214,RRH
877,Bethany House Services,3470 & 3474 MCHENRY AVE,OH,45225,ES
883,Better Way of Miami,675 NW 17TH ST,FL,33136,PSH
883,Better Way of Miami,800 NW 28TH ST,FL,33127,PSH
888,Big Bend Homeless Coalition,1800 BALKIN RD,FL,32305,PSH
888,Big Bend Homeless Coalition,2729 W PENSACOLA ST,FL,32304,ES
888,Big Bend Homeless Coalition,325 JOHN KNOX RD BLDG B,FL,32303,"PSH, RRH"
891,Black Veterans for Social Justice,474 QUINCY ST,NY,11221,PSH
891,Black Veterans for Social Justice,665 WILLOUGHBY AVE,NY,11206,RRH
900,Boise Rescue Mission,304 16TH AVE N,ID,83687,ES
900,Boise Rescue Mission,869 W CORPORATE LN,ID,83651,ES
902,BOSS,2065 KITTREDGE ST STE E,CA,94704,RRH
902,BOSS,21757 MEEKLAND AVE,CA,94541,PSH
902,BOSS,2280 SAN PABLO AVE,CA,94612,ES
902,BOSS,258 W A ST,CA,94541,ES
902,BOSS,521 W GRAND AVE,CA,94612,PSH
902,BOSS,701 HARRISON ST,CA,94710,TH
902,BOSS,711 HARRISON ST,CA,94710,ES
902,BOSS,711 HARRISON STREET,CA,94710,ES
903,Boulder Colorado AIDS Project,1339 ELDER AVE,CO,80304,PSH
904,Bowery Residents Committee,139-141 AVE D,NY,10009,PSH
904,Bowery Residents Committee,149 WEST 132ND ST,NY,10027,TH
904,Bowery Residents Committee,2570 FULTON STREET,NY,11207,TH
904,Bowery Residents Committee,315 BOWERY,NY,10003,PSH
904,Bowery Residents Committee,330 EAST 4TH ST,NY,10009,PSH
904,Bowery Residents Committee,357 E. 145TH ST.,NY,10454,PSH
904,Bowery Residents Committee,902 LIBERTY AVE,NY,11208,PSH
904,Bowery Residents Committee,91 PITT ST,NY,10002,TH
904,Bowery Residents Committee,93 PITT ST,NY,10002,PSH
910,Bread of Life,1919 APPLE ST,CA,92054,ES
911,Bread of Life Mission,97 S MAIN ST,WA,98104,"ES, TH"
912,Bread of Life Rescue Mission,281 FOURTH ST,TN,38555,ES
913,Brethren Housing Association,219 HUMMEL ST,PA,17104,TH
913,Brethren Housing Association,219 HUMMEL STREET,PA,17104,PSH
916,Burlington Development Corporation (Alamance),133 N IRELAND ST,NC,27217,"PSH, RRH"
919,VASH - Butler Co. Housing Authority,114 WOODY DR,PA,16001,PSH
929,California Council For Veteran Affairs,7051 S. 3RD ST.,CA,90043,ES
930,Call For Help,9400 LEBANON RD,IL,62203,"RRH, TH"
930,Call For Help,9400 LEBANON ROAD,IL,62223,RRH
931,Cambridge Housing Authority,10 RUSSELL ST,MA,2140,OPH
931,Cambridge Housing Authority,205 GREEN ST,MA,2139,OPH
931,Cambridge Housing Authority,30 PEARL ST,MA,2139,OPH
931,Cambridge Housing Authority,7 TEMPLE ST,MA,2139,OPH
931,Cambridge Housing Authority,820 MASSACHUSETTS AVE,MA,2139,OPH
932,Camillus House,12320 SW 283RD STREET,FL,33136,PSH
932,Camillus House,1555 NW 7TH AVE,FL,33136,PSH
932,Camillus House,1555 NW 7TH AVENUE,FL,33136,PSH
932,Camillus House,1603 NW 7TH AVE,FL,33136,"ES, PSH, TH"
932,Camillus House,1603 NW 7TH AVENUE,FL,33136,TH
932,Camillus House,1607 NW 7TH AVE,FL,33136,TH
932,Camillus House,250 NE 13TH STREET,FL,33030,PSH
932,Camillus House,27940 S DIXIE HIGHWAY,FL,33032,PSH
932,Camillus House,27940 S DIXIE HWY,FL,33032,PSH
932,Camillus House,28200 SW 125TH AVE,FL,33033,SH
932,Camillus House,3036 NW 77TH ST,FL,33147,"PSH, TH"
932,Camillus House,400 NW 3RD CT,FL,33128,PSH
932,Camillus House,4700 NW 32ND AVE,FL,33142,PSH
932,Camillus House,735 NW 10TH ST,FL,33136,"ES, TH"
937,"Scott Carver Dakota CAP Agency, Inc.",4309 W 124TH ST,MN,55378,PSH
937,"Scott Carver Dakota CAP Agency, Inc.",541 12TH AVE S # 215,MN,55075,PSH
937,"Scott Carver Dakota CAP Agency, Inc.",712 CANTERBURY RD. S,MN,55379,ES
940,Capital Area Council of Churches,181 WESTERN AVE,NY,12203,ES
943,Care and Share,220 E 3RD ST,MN,56716,ES
946,Caring for Children,12 RAVENCROFT DR,NC,28801,ES
948,CARITAS,1125 COMMERCE RD,VA,23224,ES
950,Caritas House,391 SCOTT AVENUE,WV,26508,ES
955,Carson FISH,138 E LONG ST,NV,89706,ES
956,Carthage Crisis Center,100 S MAIN ST,MO,64836,TH
960,Casa del Peregrino Aguadilla Inc,27 CALLE MERCEDES MORENO,PR,603,"ES, RRH, TH"
960,Casa del Peregrino Aguadilla Inc,58 CALLE MENDEZ VIGO,PR,681,ES
960,Casa del Peregrino Aguadilla Inc,58 CALLE M̩NDEZ VIGO,PR,680,ES
